id,picture_name,original_confidence,removed_bg_confidence
n01833805_10412,n01833805_10412.png,"[{94: 99.8221664428711}, {140: 0.12886367738246918}, {129: 0.016003889963030815}, {142: 0.012463344261050224}, {141: 0.006241143215447664}]","[{94: 98.54682159423828}, {140: 1.3603752851486206}, {142: 0.027529573068022728}, {20: 0.01189117506146431}, {141: 0.010548137128353119}]"
n01833805_8494,n01833805_8494.png,"[{94: 99.94255065917969}, {572: 0.016672100871801376}, {441: 0.004051297437399626}, {438: 0.002876874292269349}, {868: 0.0028154675383120775}]","[{144: 11.539849281311035}, {59: 9.876385688781738}, {143: 3.9118614196777344}, {34: 3.5811774730682373}, {38: 3.566110610961914}]"
n01833805_8098,n01833805_8098.png,"[{94: 99.93681335449219}, {20: 0.02649904601275921}, {95: 0.019566619768738747}, {16: 0.011223537847399712}, {13: 0.0010444355430081487}]","[{94: 88.626708984375}, {20: 4.4151201248168945}, {5: 3.5550930500030518}, {6: 0.6933969855308533}, {140: 0.34922876954078674}]"
n01833805_8797,n01833805_8797.png,"[{95: 99.57523345947266}, {92: 0.31272998452186584}, {94: 0.04326625168323517}, {90: 0.021334439516067505}, {91: 0.0073627326637506485}]","[{95: 74.66922760009766}, {94: 7.445809841156006}, {92: 4.302608489990234}, {696: 0.47426968812942505}, {619: 0.33298149704933167}]"
n01833805_31690,n01833805_31690.png,"[{94: 99.99922180175781}, {95: 0.0006609628908336163}, {140: 5.3298026614356786e-05}, {141: 1.5457360859727487e-05}, {92: 1.5194731531664729e-05}]","[{94: 99.98917388916016}, {16: 0.0029750941321253777}, {20: 0.0027006047312170267}, {141: 0.0012492896057665348}, {92: 0.001128154806792736}]"
n01833805_4557,n01833805_4557.png,"[{94: 99.98929595947266}, {95: 0.008984668180346489}, {20: 0.0007155360653996468}, {16: 0.0003178004117216915}, {140: 0.0001187895832117647}]","[{94: 99.98834991455078}, {95: 0.0052044326439499855}, {20: 0.002685466082766652}, {141: 0.0008522196440026164}, {140: 0.0005500329425558448}]"
n01833805_12117,n01833805_12117.png,"[{94: 80.38394165039062}, {989: 7.897088527679443}, {74: 1.1142959594726562}, {136: 1.0782045125961304}, {986: 0.9728919863700867}]","[{94: 33.555912017822266}, {146: 13.608217239379883}, {20: 9.195581436157227}, {141: 7.558423042297363}, {139: 3.5717899799346924}]"
n01833805_5885,n01833805_5885.png,"[{94: 99.99054718017578}, {141: 0.002629925264045596}, {97: 0.0010779952863231301}, {21: 0.000598499143961817}, {83: 0.000580249004997313}]","[{94: 99.81317901611328}, {21: 0.01924099586904049}, {1: 0.011196277104318142}, {389: 0.010215921327471733}, {141: 0.009859368205070496}]"
n01833805_19433,n01833805_19433.png,"[{94: 99.9929428100586}, {12: 0.001614741631783545}, {141: 0.0009959563612937927}, {140: 0.0007799300947226584}, {16: 0.0005945896846242249}]","[{94: 99.98351287841797}, {97: 0.005353549029678106}, {92: 0.003660369198769331}, {141: 0.0016404299531131983}, {84: 0.0011328010587021708}]"
n01833805_3661,n01833805_3661.png,"[{94: 99.99957275390625}, {95: 0.00016196892829611897}, {307: 7.390217069769278e-05}, {309: 7.100185030139983e-05}, {92: 1.6348860299331136e-05}]","[{94: 99.99671936035156}, {92: 0.0008769037085585296}, {95: 0.0006452348898164928}, {20: 0.00031453854171559215}, {84: 0.00020643505558837205}]"
n01833805_13268,n01833805_13268.png,"[{94: 99.9974594116211}, {140: 0.0010353842517361045}, {141: 0.0005863929982297122}, {92: 0.00026902338140644133}, {142: 0.00020348609541542828}]","[{94: 99.99739074707031}, {141: 0.0006292795878835022}, {20: 0.0004540534573607147}, {129: 0.00042169622611254454}, {92: 0.0004201474948786199}]"
n01833805_1552,n01833805_1552.png,"[{94: 99.98668670654297}, {92: 0.004084169864654541}, {95: 0.0025699748657643795}, {12: 0.0022689010947942734}, {16: 0.0015125068603083491}]","[{94: 99.98860168457031}, {92: 0.0025658337399363518}, {97: 0.002555016428232193}, {696: 0.0009551707189530134}, {140: 0.000559925043489784}]"
n01833805_1266,n01833805_1266.png,"[{94: 99.99938201904297}, {140: 0.00019580959633458406}, {95: 0.00012032777158310637}, {142: 8.132604125421494e-05}, {92: 6.0117803514003754e-05}]","[{94: 99.99815368652344}, {140: 0.0007710675126872957}, {141: 0.00035983146517537534}, {397: 0.00015658570919185877}, {92: 0.0001165385328931734}]"
n01833805_13418,n01833805_13418.png,"[{94: 99.99523162841797}, {92: 0.0008625072659924626}, {95: 0.0005826639826409519}, {97: 0.0003686933487188071}, {40: 0.0003520378959365189}]","[{94: 99.96509552001953}, {20: 0.007380374241620302}, {92: 0.006142914295196533}, {97: 0.004564321134239435}, {95: 0.0035319954622536898}]"
n01833805_8699,n01833805_8699.png,"[{94: 93.02692413330078}, {95: 6.291662216186523}, {10: 0.4150893986225128}, {15: 0.09030775725841522}, {20: 0.04626680910587311}]","[{94: 94.78175354003906}, {89: 1.2573426961898804}, {126: 0.34577563405036926}, {112: 0.3289812207221985}, {21: 0.2855188548564911}]"
n01833805_640,n01833805_640.png,"[{94: 99.99968719482422}, {95: 0.0002464031567797065}, {92: 1.7218753782799467e-05}, {16: 1.0758649295894429e-05}, {20: 4.161633114563301e-06}]","[{94: 99.9853286743164}, {95: 0.008116292767226696}, {92: 0.0016908765537664294}, {84: 0.0010560236405581236}, {20: 0.0008172147208824754}]"
n01833805_12860,n01833805_12860.png,"[{94: 99.99894714355469}, {95: 0.00046638952335342765}, {16: 0.00012577400775626302}, {784: 8.790168794803321e-05}, {92: 7.054858724586666e-05}]","[{59: 17.150344848632812}, {94: 5.957383155822754}, {89: 4.763839244842529}, {112: 4.699120044708252}, {644: 2.999601364135742}]"
n01833805_851,n01833805_851.png,"[{94: 99.99787902832031}, {95: 0.0005719044129364192}, {92: 0.0002598941791802645}, {16: 0.0002213718107668683}, {136: 0.00020114175276830792}]","[{94: 99.45262908935547}, {23: 0.1247498095035553}, {129: 0.074538454413414}, {128: 0.06483635306358337}, {92: 0.041203178465366364}]"
n01833805_1454,n01833805_1454.png,"[{94: 99.77306365966797}, {21: 0.03136202320456505}, {95: 0.024324672296643257}, {16: 0.018204858526587486}, {20: 0.015631835907697678}]","[{94: 21.428104400634766}, {315: 14.927961349487305}, {89: 7.972569942474365}, {33: 6.879650115966797}, {21: 4.571869373321533}]"
n01833805_1393,n01833805_1393.png,"[{94: 99.99998474121094}, {95: 1.0918020961980801e-05}, {92: 9.427118357052677e-07}, {141: 5.885796099391882e-07}, {142: 4.4937974053027574e-07}]","[{94: 100.0}, {95: 2.9040836579952156e-06}, {142: 8.411659564444562e-07}, {129: 6.927244839971536e-07}, {92: 5.996266168040165e-07}]"
n01833805_801,n01833805_801.png,"[{94: 99.35770416259766}, {95: 0.5829901695251465}, {91: 0.014402599073946476}, {92: 0.013814618811011314}, {16: 0.009419701062142849}]","[{94: 98.05913543701172}, {92: 0.44225022196769714}, {21: 0.3785274624824524}, {20: 0.1809595376253128}, {133: 0.17317859828472137}]"
n01833805_1380,n01833805_1380.png,"[{94: 99.97386169433594}, {142: 0.005612476263195276}, {95: 0.005005989223718643}, {141: 0.004299854394048452}, {20: 0.0031227024737745523}]","[{94: 99.77835845947266}, {141: 0.05070237070322037}, {129: 0.0328812450170517}, {113: 0.01020057126879692}, {142: 0.009230594150722027}]"
n01833805_608,n01833805_608.png,"[{94: 99.99017333984375}, {16: 0.001633473439142108}, {141: 0.0013992814347147942}, {20: 0.0010644927388057113}, {140: 0.0009007133776322007}]","[{94: 25.511438369750977}, {21: 13.872008323669434}, {143: 5.382719993591309}, {394: 4.527023792266846}, {5: 3.3560640811920166}]"
n01833805_4407,n01833805_4407.png,"[{94: 99.97279357910156}, {141: 0.022027060389518738}, {95: 0.0019396176794543862}, {92: 0.0007791811367496848}, {20: 0.0005323007353581488}]","[{94: 98.8918685913086}, {141: 0.41070008277893066}, {129: 0.36726057529449463}, {142: 0.07262161374092102}, {140: 0.03499336913228035}]"
n01833805_11342,n01833805_11342.png,"[{94: 98.12384796142578}, {95: 1.2382742166519165}, {14: 0.2734348773956299}, {91: 0.14390192925930023}, {90: 0.07980390638113022}]","[{94: 30.2188777923584}, {110: 23.589000701904297}, {115: 6.656023025512695}, {4: 5.242547035217285}, {784: 3.5040974617004395}]"
n01833805_1288,n01833805_1288.png,"[{94: 97.49539184570312}, {95: 2.0346310138702393}, {84: 0.369981586933136}, {92: 0.04843822121620178}, {128: 0.0069050234742462635}]","[{94: 99.6489486694336}, {95: 0.11136341840028763}, {128: 0.10086709260940552}, {84: 0.03774825483560562}, {129: 0.02329067327082157}]"
n01833805_16026,n01833805_16026.png,"[{94: 98.40058898925781}, {16: 0.4118378162384033}, {140: 0.380953848361969}, {12: 0.12441057711839676}, {21: 0.11316169053316116}]","[{94: 96.40432739257812}, {140: 3.0556137561798096}, {141: 0.1939268857240677}, {17: 0.05124911665916443}, {20: 0.049092281609773636}]"
n01833805_1537,n01833805_1537.png,"[{94: 98.40115356445312}, {16: 0.3521422743797302}, {21: 0.19102293252944946}, {141: 0.14359746873378754}, {95: 0.09258811920881271}]","[{94: 98.95269012451172}, {21: 0.26119422912597656}, {97: 0.13869909942150116}, {59: 0.12216024100780487}, {11: 0.05496257171034813}]"
n01833805_2266,n01833805_2266.png,"[{94: 99.21139526367188}, {311: 0.20136916637420654}, {95: 0.1300760954618454}, {319: 0.046518534421920776}, {312: 0.042110543698072433}]","[{94: 99.82484436035156}, {92: 0.03104984015226364}, {129: 0.01320873573422432}, {95: 0.012983951717615128}, {749: 0.012865008786320686}]"
n01833805_10364,n01833805_10364.png,"[{94: 97.80149841308594}, {21: 1.1432812213897705}, {20: 0.5390701293945312}, {15: 0.19181382656097412}, {16: 0.14052671194076538}]","[{94: 39.48031234741211}, {140: 11.415529251098633}, {21: 8.164163589477539}, {129: 4.804966449737549}, {132: 3.2838807106018066}]"
n01833805_496,n01833805_496.png,"[{94: 99.9994125366211}, {95: 0.00041255835094489157}, {92: 4.519084905041382e-05}, {140: 3.656443004729226e-05}, {20: 2.0436453269212507e-05}]","[{94: 99.99134826660156}, {95: 0.001606959500350058}, {141: 0.0013812673278152943}, {92: 0.0013027300592511892}, {129: 0.0007723242742940784}]"
n01833805_10027,n01833805_10027.png,"[{94: 99.99993133544922}, {95: 6.0648035287158564e-05}, {140: 5.049236278864555e-06}, {141: 3.6120520690019475e-06}, {92: 3.0695573514094576e-06}]","[{94: 99.83312225341797}, {397: 0.08625605702400208}, {112: 0.013996874913573265}, {140: 0.0106483930721879}, {113: 0.009552487172186375}]"
n01833805_2592,n01833805_2592.png,"[{94: 99.9998779296875}, {95: 5.382039671530947e-05}, {141: 1.661283204157371e-05}, {20: 1.444686404283857e-05}, {16: 1.2167091881565284e-05}]","[{94: 99.99906158447266}, {20: 0.0003724052803590894}, {16: 0.00013458228204399347}, {95: 0.00010880994523176923}, {141: 6.489040970336646e-05}]"
n01833805_5289,n01833805_5289.png,"[{94: 99.46874237060547}, {95: 0.5005056858062744}, {92: 0.009835198521614075}, {16: 0.009316807612776756}, {20: 0.0025062074419111013}]","[{94: 99.20813751220703}, {20: 0.2887434959411621}, {16: 0.1625622808933258}, {24: 0.03484120965003967}, {141: 0.021841520443558693}]"
n01833805_1930,n01833805_1930.png,"[{94: 98.93895721435547}, {18: 0.2275860607624054}, {84: 0.11617181450128555}, {95: 0.10275424271821976}, {16: 0.03414146974682808}]","[{94: 98.31058502197266}, {898: 0.2007676064968109}, {87: 0.08910108357667923}, {818: 0.07007457315921783}, {16: 0.06416596472263336}]"
n01833805_1429,n01833805_1429.png,"[{94: 99.97390747070312}, {95: 0.024318402633070946}, {16: 0.0006617907783947885}, {20: 0.00046153762377798557}, {92: 0.00027387740556150675}]","[{94: 99.96257019042969}, {20: 0.005126489792019129}, {95: 0.004934894852340221}, {128: 0.002809770405292511}, {23: 0.0019137541530653834}]"
n01833805_16944,n01833805_16944.png,"[{94: 80.96717834472656}, {142: 11.425592422485352}, {16: 3.694638967514038}, {140: 0.8899325728416443}, {141: 0.7734213471412659}]","[{142: 30.11302375793457}, {94: 29.47290802001953}, {140: 17.28628921508789}, {141: 6.2180867195129395}, {129: 3.252426862716675}]"
n01833805_6636,n01833805_6636.png,"[{94: 99.9894027709961}, {95: 0.009805785492062569}, {128: 0.0002937890531029552}, {84: 6.267424032557756e-05}, {92: 5.240580503595993e-05}]","[{94: 90.56526184082031}, {129: 2.675642728805542}, {146: 1.5483481884002686}, {128: 0.9927390813827515}, {141: 0.5490860342979431}]"
n01833805_18415,n01833805_18415.png,"[{94: 99.95729064941406}, {16: 0.02539161965250969}, {136: 0.002892764052376151}, {95: 0.002641178434714675}, {13: 0.0008544300799258053}]","[{94: 85.34201049804688}, {129: 2.4390869140625}, {136: 1.7495168447494507}, {4: 1.7267992496490479}, {23: 1.6057461500167847}]"
n01833805_461,n01833805_461.png,"[{94: 99.99972534179688}, {140: 5.61624692636542e-05}, {12: 4.951661321683787e-05}, {141: 4.644416912924498e-05}, {16: 2.348024099774193e-05}]","[{94: 99.98613739013672}, {141: 0.0032001277431845665}, {20: 0.002203915501013398}, {16: 0.00133666826877743}, {140: 0.0010318260174244642}]"
n01833805_8393,n01833805_8393.png,"[{94: 99.99942779541016}, {95: 0.0005206663627177477}, {16: 1.9175895431544632e-05}, {308: 6.790633506170707e-06}, {20: 6.26662085778662e-06}]","[{94: 99.99909210205078}, {20: 0.0005510124028660357}, {95: 0.00011551918578334153}, {140: 4.541454109130427e-05}, {16: 2.7877476895810105e-05}]"
n01833805_19244,n01833805_19244.png,"[{94: 99.99253845214844}, {16: 0.0021848261822015047}, {309: 0.0018208377296105027}, {95: 0.0009136103326454759}, {308: 0.0005195041303522885}]","[{128: 27.55216407775879}, {93: 14.733452796936035}, {96: 13.528780937194824}, {94: 10.216018676757812}, {127: 5.509129047393799}]"
n01833805_15370,n01833805_15370.png,"[{94: 99.99998474121094}, {95: 1.7085983927245252e-05}, {140: 2.1108775172251626e-07}, {141: 2.0933043742843438e-07}, {20: 1.4742316523097543e-07}]","[{94: 99.95537567138672}, {140: 0.023565610870718956}, {141: 0.008771938271820545}, {139: 0.00196056067943573}, {5: 0.0013975529000163078}]"
n01833805_10824,n01833805_10824.png,"[{94: 90.25119018554688}, {15: 2.4473953247070312}, {19: 2.347602128982544}, {16: 2.2172577381134033}, {13: 0.7860145568847656}]","[{880: 7.971015453338623}, {834: 5.271540641784668}, {818: 5.1484599113464355}, {879: 2.190338611602783}, {465: 2.020237684249878}]"
n01833805_5207,n01833805_5207.png,"[{94: 92.2485580444336}, {91: 3.4008677005767822}, {95: 3.2131340503692627}, {16: 0.6789972186088562}, {92: 0.17323322594165802}]","[{94: 97.42201232910156}, {103: 0.5527531504631042}, {21: 0.22429218888282776}, {394: 0.14663521945476532}, {390: 0.13647189736366272}]"
n01833805_9534,n01833805_9534.png,"[{94: 99.99315643310547}, {95: 0.0024177557788789272}, {16: 0.0018826196901500225}, {142: 0.0011388431303203106}, {141: 0.00042590012890286744}]","[{94: 97.28695678710938}, {142: 0.9570424556732178}, {141: 0.7346077561378479}, {129: 0.40158089995384216}, {140: 0.2087283879518509}]"
n01833805_5775,n01833805_5775.png,"[{94: 87.99057006835938}, {321: 3.242050886154175}, {324: 2.893768548965454}, {326: 2.7009079456329346}, {322: 1.048561453819275}]","[{15: 33.36198806762695}, {94: 23.69483184814453}, {43: 4.818960666656494}, {91: 4.659534454345703}, {112: 4.624671459197998}]"
n01833805_16545,n01833805_16545.png,"[{94: 99.65482330322266}, {989: 0.18321557343006134}, {90: 0.03942589834332466}, {309: 0.02830580063164234}, {949: 0.013993651606142521}]","[{94: 99.98870086669922}, {1: 0.001560575794428587}, {92: 0.001404027221724391}, {115: 0.0006036112899892032}, {112: 0.0005946499877609313}]"
n01833805_6902,n01833805_6902.png,"[{94: 99.9942398071289}, {92: 0.0015345540596172214}, {12: 0.000989475636743009}, {95: 0.0008820038638077676}, {10: 0.0005795188480988145}]","[{94: 99.99935913085938}, {20: 0.00027510221116244793}, {92: 0.0001622330746613443}, {141: 8.746094681555405e-05}, {140: 4.3517109588719904e-05}]"
n01833805_12045,n01833805_12045.png,"[{94: 99.9990463256836}, {141: 0.00033168148365803063}, {95: 0.00020868951105512679}, {142: 0.00013516507169697434}, {140: 0.00011909587192349136}]","[{94: 99.99344635009766}, {141: 0.003333163447678089}, {20: 0.0012693996541202068}, {140: 0.0005002346588298678}, {92: 0.00041923639946617186}]"
n01833805_4132,n01833805_4132.png,"[{94: 99.90272521972656}, {95: 0.062164757400751114}, {92: 0.009847625158727169}, {128: 0.0069418782368302345}, {16: 0.005183200817555189}]","[{94: 99.98597717285156}, {95: 0.0028116991743445396}, {128: 0.0016325218603014946}, {84: 0.0012301832903176546}, {92: 0.0008540991693735123}]"
n01833805_609,n01833805_609.png,"[{21: 72.74939727783203}, {23: 10.44379711151123}, {94: 4.449403762817383}, {135: 4.438088417053223}, {22: 3.7582218647003174}]","[{59: 11.71092414855957}, {677: 5.970005989074707}, {126: 4.126402854919434}, {644: 2.804102659225464}, {34: 2.44815731048584}]"
n01833805_11231,n01833805_11231.png,"[{94: 99.99698638916016}, {16: 0.0020470209419727325}, {20: 0.00019326512119732797}, {95: 0.00011301538324914873}, {141: 9.470358054386452e-05}]","[{94: 96.04244232177734}, {146: 0.5287220478057861}, {21: 0.390777587890625}, {97: 0.36463379859924316}, {4: 0.2963601350784302}]"
n01833805_3539,n01833805_3539.png,"[{94: 99.76914978027344}, {95: 0.071208655834198}, {319: 0.0131743885576725}, {128: 0.007707076147198677}, {136: 0.007581072859466076}]","[{94: 62.48766326904297}, {129: 6.476832866668701}, {114: 2.7467286586761475}, {268: 1.512440800666809}, {23: 1.3763788938522339}]"
n01833805_3578,n01833805_3578.png,"[{94: 99.95309448242188}, {140: 0.007741880137473345}, {141: 0.003461296670138836}, {784: 0.0026989609468728304}, {95: 0.002205852884799242}]","[{94: 83.63807678222656}, {59: 1.4499189853668213}, {307: 1.1613801717758179}, {20: 0.947104275226593}, {395: 0.9378721117973328}]"
n01833805_8786,n01833805_8786.png,"[{94: 44.55965042114258}, {95: 34.63302993774414}, {92: 13.89443302154541}, {16: 3.1679577827453613}, {14: 1.4124542474746704}]","[{602: 9.389756202697754}, {94: 7.006885051727295}, {644: 5.229142189025879}, {21: 4.278128147125244}, {146: 4.234097003936768}]"
n01833805_6835,n01833805_6835.png,"[{11: 34.02408218383789}, {94: 32.16767120361328}, {325: 16.749818801879883}, {16: 3.1114871501922607}, {986: 2.577934503555298}]","[{986: 41.883094787597656}, {11: 19.035737991333008}, {951: 4.184436798095703}, {852: 2.9253463745117188}, {94: 1.832424521446228}]"
n01833805_8396,n01833805_8396.png,"[{94: 86.02007293701172}, {645: 3.3507208824157715}, {733: 2.5216004848480225}, {309: 0.8505581617355347}, {124: 0.7510886192321777}]","[{644: 3.434701919555664}, {111: 2.724581003189087}, {818: 1.6884920597076416}, {626: 1.5937384366989136}, {530: 1.3853106498718262}]"
n01833805_8202,n01833805_8202.png,"[{94: 99.99478912353516}, {141: 0.0022553959861397743}, {142: 0.0010213775094598532}, {95: 0.0007077918853610754}, {20: 0.0005175857222639024}]","[{21: 23.348777770996094}, {4: 17.05581283569336}, {146: 13.217308044433594}, {5: 7.462440490722656}, {141: 4.715725421905518}]"
